Round,Echanges,Moyenne de closest_distance,Écart-type de closest_distance,Moment attribution,score_id,date_create_app,closest_distance,judge_id,red_point,blue_point,red_penalty,blue_penalty
1,1,1465.888888888889,1300.1304208082784,"[score_id                                                     412
red_penalty                                                    0
red_point                                                      0
blue_penalty                                                   0
blue_point                                                     1
date_create                     2021-06-26 11:44:45.327898+00:00
date_change                     2021-06-26 11:44:45.327908+00:00
judge_id                                                  114813
match_id                                                   21096
date_create_app                 2021-06-26 11:44:45.216000+00:00
uuid                        b0ee1496-b6db-40ab-8f33-9a5a67de9f7a
judge_club_id                                                 22
match_id.1                                                 21096
PalmaresDate                                 2021-06-26 00:00:00
winner                                                      blue
PalmaresRedCountRanking                                    False
PalmaresBlueCountRanking                                   False
PalmaresRound                                                NaN
PalmaresFightNr                                                4
PalmaresFinal                                              False
PalmaresDeleted                                            False
PalmaresBlueClubID                                            67
PalmaresBlueMemberID                                      114108
PalmaresRedClubID                                            153
PalmaresRedMemberID                                       114838
PalmaresResultID                                            12.0
PalmaresTournamentID                                       11403
PalmaresTrophyRuleID                                         NaN
PalmaresPublished                                          False
PalmaresRealEndTime                          2023-05-24 11:49:36
PalmaresRealStartTime                        2023-05-24 11:43:34
PalmaresRingID                                               2.0
blue_injured                                               False
open_time                                    2023-05-24 11:42:57
red_injured                                                False
blue_height                                                  167
red_height                                                   172
timestamp                                         1624707885.216
closest_distance                                          3948.0
timestamp_ms                                       1624707885216
Name: 411, dtype: object]",401,2021-06-26 11:44:32.023000+00:00,inf,114813,0,1,0,0
1,1,1465.888888888889,1300.1304208082784,"[score_id                                                     412
red_penalty                                                    0
red_point                                                      0
blue_penalty                                                   0
blue_point                                                     1
date_create                     2021-06-26 11:44:45.327898+00:00
date_change                     2021-06-26 11:44:45.327908+00:00
judge_id                                                  114813
match_id                                                   21096
date_create_app                 2021-06-26 11:44:45.216000+00:00
uuid                        b0ee1496-b6db-40ab-8f33-9a5a67de9f7a
judge_club_id                                                 22
match_id.1                                                 21096
PalmaresDate                                 2021-06-26 00:00:00
winner                                                      blue
PalmaresRedCountRanking                                    False
PalmaresBlueCountRanking                                   False
PalmaresRound                                                NaN
PalmaresFightNr                                                4
PalmaresFinal                                              False
PalmaresDeleted                                            False
PalmaresBlueClubID                                            67
PalmaresBlueMemberID                                      114108
PalmaresRedClubID                                            153
PalmaresRedMemberID                                       114838
PalmaresResultID                                            12.0
PalmaresTournamentID                                       11403
PalmaresTrophyRuleID                                         NaN
PalmaresPublished                                          False
PalmaresRealEndTime                          2023-05-24 11:49:36
PalmaresRealStartTime                        2023-05-24 11:43:34
PalmaresRingID                                               2.0
blue_injured                                               False
open_time                                    2023-05-24 11:42:57
red_injured                                                False
blue_height                                                  167
red_height                                                   172
timestamp                                         1624707885.216
closest_distance                                          3948.0
timestamp_ms                                       1624707885216
Name: 411, dtype: object]",402,2021-06-26 11:44:33.222000+00:00,1199.0,114826,1,0,0,0
1,1,1465.888888888889,1300.1304208082784,"[score_id                                                     412
red_penalty                                                    0
red_point                                                      0
blue_penalty                                                   0
blue_point                                                     1
date_create                     2021-06-26 11:44:45.327898+00:00
date_change                     2021-06-26 11:44:45.327908+00:00
judge_id                                                  114813
match_id                                                   21096
date_create_app                 2021-06-26 11:44:45.216000+00:00
uuid                        b0ee1496-b6db-40ab-8f33-9a5a67de9f7a
judge_club_id                                                 22
match_id.1                                                 21096
PalmaresDate                                 2021-06-26 00:00:00
winner                                                      blue
PalmaresRedCountRanking                                    False
PalmaresBlueCountRanking                                   False
PalmaresRound                                                NaN
PalmaresFightNr                                                4
PalmaresFinal                                              False
PalmaresDeleted                                            False
PalmaresBlueClubID                                            67
PalmaresBlueMemberID                                      114108
PalmaresRedClubID                                            153
PalmaresRedMemberID                                       114838
PalmaresResultID                                            12.0
PalmaresTournamentID                                       11403
PalmaresTrophyRuleID                                         NaN
PalmaresPublished                                          False
PalmaresRealEndTime                          2023-05-24 11:49:36
PalmaresRealStartTime                        2023-05-24 11:43:34
PalmaresRingID                                               2.0
blue_injured                                               False
open_time                                    2023-05-24 11:42:57
red_injured                                                False
blue_height                                                  167
red_height                                                   172
timestamp                                         1624707885.216
closest_distance                                          3948.0
timestamp_ms                                       1624707885216
Name: 411, dtype: object]",403,2021-06-26 11:44:36.483000+00:00,3261.0,114813,1,0,0,0
1,1,1465.888888888889,1300.1304208082784,"[score_id                                                     412
red_penalty                                                    0
red_point                                                      0
blue_penalty                                                   0
blue_point                                                     1
date_create                     2021-06-26 11:44:45.327898+00:00
date_change                     2021-06-26 11:44:45.327908+00:00
judge_id                                                  114813
match_id                                                   21096
date_create_app                 2021-06-26 11:44:45.216000+00:00
uuid                        b0ee1496-b6db-40ab-8f33-9a5a67de9f7a
judge_club_id                                                 22
match_id.1                                                 21096
PalmaresDate                                 2021-06-26 00:00:00
winner                                                      blue
PalmaresRedCountRanking                                    False
PalmaresBlueCountRanking                                   False
PalmaresRound                                                NaN
PalmaresFightNr                                                4
PalmaresFinal                                              False
PalmaresDeleted                                            False
PalmaresBlueClubID                                            67
PalmaresBlueMemberID                                      114108
PalmaresRedClubID                                            153
PalmaresRedMemberID                                       114838
PalmaresResultID                                            12.0
PalmaresTournamentID                                       11403
PalmaresTrophyRuleID                                         NaN
PalmaresPublished                                          False
PalmaresRealEndTime                          2023-05-24 11:49:36
PalmaresRealStartTime                        2023-05-24 11:43:34
PalmaresRingID                                               2.0
blue_injured                                               False
open_time                                    2023-05-24 11:42:57
red_injured                                                False
blue_height                                                  167
red_height                                                   172
timestamp                                         1624707885.216
closest_distance                                          3948.0
timestamp_ms                                       1624707885216
Name: 411, dtype: object]",404,2021-06-26 11:44:37.176000+00:00,693.0,114819,1,0,0,0
1,1,1465.888888888889,1300.1304208082784,"[score_id                                                     412
red_penalty                                                    0
red_point                                                      0
blue_penalty                                                   0
blue_point                                                     1
date_create                     2021-06-26 11:44:45.327898+00:00
date_change                     2021-06-26 11:44:45.327908+00:00
judge_id                                                  114813
match_id                                                   21096
date_create_app                 2021-06-26 11:44:45.216000+00:00
uuid                        b0ee1496-b6db-40ab-8f33-9a5a67de9f7a
judge_club_id                                                 22
match_id.1                                                 21096
PalmaresDate                                 2021-06-26 00:00:00
winner                                                      blue
PalmaresRedCountRanking                                    False
PalmaresBlueCountRanking                                   False
PalmaresRound                                                NaN
PalmaresFightNr                                                4
PalmaresFinal                                              False
PalmaresDeleted                                            False
PalmaresBlueClubID                                            67
PalmaresBlueMemberID                                      114108
PalmaresRedClubID                                            153
PalmaresRedMemberID                                       114838
PalmaresResultID                                            12.0
PalmaresTournamentID                                       11403
PalmaresTrophyRuleID                                         NaN
PalmaresPublished                                          False
PalmaresRealEndTime                          2023-05-24 11:49:36
PalmaresRealStartTime                        2023-05-24 11:43:34
PalmaresRingID                                               2.0
blue_injured                                               False
open_time                                    2023-05-24 11:42:57
red_injured                                                False
blue_height                                                  167
red_height                                                   172
timestamp                                         1624707885.216
closest_distance                                          3948.0
timestamp_ms                                       1624707885216
Name: 411, dtype: object]",405,2021-06-26 11:44:38.860000+00:00,1684.0,114819,0,1,0,0
1,1,1465.888888888889,1300.1304208082784,"[score_id                                                     412
red_penalty                                                    0
red_point                                                      0
blue_penalty                                                   0
blue_point                                                     1
date_create                     2021-06-26 11:44:45.327898+00:00
date_change                     2021-06-26 11:44:45.327908+00:00
judge_id                                                  114813
match_id                                                   21096
date_create_app                 2021-06-26 11:44:45.216000+00:00
uuid                        b0ee1496-b6db-40ab-8f33-9a5a67de9f7a
judge_club_id                                                 22
match_id.1                                                 21096
PalmaresDate                                 2021-06-26 00:00:00
winner                                                      blue
PalmaresRedCountRanking                                    False
PalmaresBlueCountRanking                                   False
PalmaresRound                                                NaN
PalmaresFightNr                                                4
PalmaresFinal                                              False
PalmaresDeleted                                            False
PalmaresBlueClubID                                            67
PalmaresBlueMemberID                                      114108
PalmaresRedClubID                                            153
PalmaresRedMemberID                                       114838
PalmaresResultID                                            12.0
PalmaresTournamentID                                       11403
PalmaresTrophyRuleID                                         NaN
PalmaresPublished                                          False
PalmaresRealEndTime                          2023-05-24 11:49:36
PalmaresRealStartTime                        2023-05-24 11:43:34
PalmaresRingID                                               2.0
blue_injured                                               False
open_time                                    2023-05-24 11:42:57
red_injured                                                False
blue_height                                                  167
red_height                                                   172
timestamp                                         1624707885.216
closest_distance                                          3948.0
timestamp_ms                                       1624707885216
Name: 411, dtype: object]",406,2021-06-26 11:44:38.985000+00:00,125.0,114826,1,0,0,0
1,1,1465.888888888889,1300.1304208082784,"[score_id                                                     412
red_penalty                                                    0
red_point                                                      0
blue_penalty                                                   0
blue_point                                                     1
date_create                     2021-06-26 11:44:45.327898+00:00
date_change                     2021-06-26 11:44:45.327908+00:00
judge_id                                                  114813
match_id                                                   21096
date_create_app                 2021-06-26 11:44:45.216000+00:00
uuid                        b0ee1496-b6db-40ab-8f33-9a5a67de9f7a
judge_club_id                                                 22
match_id.1                                                 21096
PalmaresDate                                 2021-06-26 00:00:00
winner                                                      blue
PalmaresRedCountRanking                                    False
PalmaresBlueCountRanking                                   False
PalmaresRound                                                NaN
PalmaresFightNr                                                4
PalmaresFinal                                              False
PalmaresDeleted                                            False
PalmaresBlueClubID                                            67
PalmaresBlueMemberID                                      114108
PalmaresRedClubID                                            153
PalmaresRedMemberID                                       114838
PalmaresResultID                                            12.0
PalmaresTournamentID                                       11403
PalmaresTrophyRuleID                                         NaN
PalmaresPublished                                          False
PalmaresRealEndTime                          2023-05-24 11:49:36
PalmaresRealStartTime                        2023-05-24 11:43:34
PalmaresRingID                                               2.0
blue_injured                                               False
open_time                                    2023-05-24 11:42:57
red_injured                                                False
blue_height                                                  167
red_height                                                   172
timestamp                                         1624707885.216
closest_distance                                          3948.0
timestamp_ms                                       1624707885216
Name: 411, dtype: object]",407,2021-06-26 11:44:39.533000+00:00,548.0,114813,1,0,0,0
1,1,1465.888888888889,1300.1304208082784,"[score_id                                                     412
red_penalty                                                    0
red_point                                                      0
blue_penalty                                                   0
blue_point                                                     1
date_create                     2021-06-26 11:44:45.327898+00:00
date_change                     2021-06-26 11:44:45.327908+00:00
judge_id                                                  114813
match_id                                                   21096
date_create_app                 2021-06-26 11:44:45.216000+00:00
uuid                        b0ee1496-b6db-40ab-8f33-9a5a67de9f7a
judge_club_id                                                 22
match_id.1                                                 21096
PalmaresDate                                 2021-06-26 00:00:00
winner                                                      blue
PalmaresRedCountRanking                                    False
PalmaresBlueCountRanking                                   False
PalmaresRound                                                NaN
PalmaresFightNr                                                4
PalmaresFinal                                              False
PalmaresDeleted                                            False
PalmaresBlueClubID                                            67
PalmaresBlueMemberID                                      114108
PalmaresRedClubID                                            153
PalmaresRedMemberID                                       114838
PalmaresResultID                                            12.0
PalmaresTournamentID                                       11403
PalmaresTrophyRuleID                                         NaN
PalmaresPublished                                          False
PalmaresRealEndTime                          2023-05-24 11:49:36
PalmaresRealStartTime                        2023-05-24 11:43:34
PalmaresRingID                                               2.0
blue_injured                                               False
open_time                                    2023-05-24 11:42:57
red_injured                                                False
blue_height                                                  167
red_height                                                   172
timestamp                                         1624707885.216
closest_distance                                          3948.0
timestamp_ms                                       1624707885216
Name: 411, dtype: object]",408,2021-06-26 11:44:40.583000+00:00,1050.0,114813,0,1,0,0
1,1,1465.888888888889,1300.1304208082784,"[score_id                                                     412
red_penalty                                                    0
red_point                                                      0
blue_penalty                                                   0
blue_point                                                     1
date_create                     2021-06-26 11:44:45.327898+00:00
date_change                     2021-06-26 11:44:45.327908+00:00
judge_id                                                  114813
match_id                                                   21096
date_create_app                 2021-06-26 11:44:45.216000+00:00
uuid                        b0ee1496-b6db-40ab-8f33-9a5a67de9f7a
judge_club_id                                                 22
match_id.1                                                 21096
PalmaresDate                                 2021-06-26 00:00:00
winner                                                      blue
PalmaresRedCountRanking                                    False
PalmaresBlueCountRanking                                   False
PalmaresRound                                                NaN
PalmaresFightNr                                                4
PalmaresFinal                                              False
PalmaresDeleted                                            False
PalmaresBlueClubID                                            67
PalmaresBlueMemberID                                      114108
PalmaresRedClubID                                            153
PalmaresRedMemberID                                       114838
PalmaresResultID                                            12.0
PalmaresTournamentID                                       11403
PalmaresTrophyRuleID                                         NaN
PalmaresPublished                                          False
PalmaresRealEndTime                          2023-05-24 11:49:36
PalmaresRealStartTime                        2023-05-24 11:43:34
PalmaresRingID                                               2.0
blue_injured                                               False
open_time                                    2023-05-24 11:42:57
red_injured                                                False
blue_height                                                  167
red_height                                                   172
timestamp                                         1624707885.216
closest_distance                                          3948.0
timestamp_ms                                       1624707885216
Name: 411, dtype: object]",410,2021-06-26 11:44:41.268000+00:00,685.0,114819,0,1,0,0
1,1,1465.888888888889,1300.1304208082784,"[score_id                                                     412
red_penalty                                                    0
red_point                                                      0
blue_penalty                                                   0
blue_point                                                     1
date_create                     2021-06-26 11:44:45.327898+00:00
date_change                     2021-06-26 11:44:45.327908+00:00
judge_id                                                  114813
match_id                                                   21096
date_create_app                 2021-06-26 11:44:45.216000+00:00
uuid                        b0ee1496-b6db-40ab-8f33-9a5a67de9f7a
judge_club_id                                                 22
match_id.1                                                 21096
PalmaresDate                                 2021-06-26 00:00:00
winner                                                      blue
PalmaresRedCountRanking                                    False
PalmaresBlueCountRanking                                   False
PalmaresRound                                                NaN
PalmaresFightNr                                                4
PalmaresFinal                                              False
PalmaresDeleted                                            False
PalmaresBlueClubID                                            67
PalmaresBlueMemberID                                      114108
PalmaresRedClubID                                            153
PalmaresRedMemberID                                       114838
PalmaresResultID                                            12.0
PalmaresTournamentID                                       11403
PalmaresTrophyRuleID                                         NaN
PalmaresPublished                                          False
PalmaresRealEndTime                          2023-05-24 11:49:36
PalmaresRealStartTime                        2023-05-24 11:43:34
PalmaresRingID                                               2.0
blue_injured                                               False
open_time                                    2023-05-24 11:42:57
red_injured                                                False
blue_height                                                  167
red_height                                                   172
timestamp                                         1624707885.216
closest_distance                                          3948.0
timestamp_ms                                       1624707885216
Name: 411, dtype: object]",412,2021-06-26 11:44:45.216000+00:00,3948.0,114813,0,1,0,0
